id,category,task,value,date,day
5106,personal,Water plant,1,2018/01/29,thursday
5105,personal,Walk frazz,3,2018/01/29,thursday
5104,personal,drop off tycon clothes,2,2018/01/29,thursday
5024,personal,MSD visit,3,2018/01/29,tuesday
4547,personal,Walk Frazz,3,2018/01/29,wednesday
4546,personal,Order new Amex,2,2018/01/29,wednesday
4545,personal,Text Morgan about friday,3,2018/01/29,wednesday
4544,personal,Activate wells fargo card,2,2018/01/29,wednesday
4543,personal,Dog poop,3,2018/01/29,wednesday
4542,personal,Trash,3,2018/01/29,wednesday
4541,personal,schedule passport,3,2018/01/29,wednesday
4041,one_dataset,area graph tool,5,2018/01/29,friday
3894,one_dataset,area graph tool,8,2018/01/29,saturday
3883,one_dataset,past area grpah tool,5,2018/01/29,sunday
3664,one_dataset,fcfs maintenance,5,2018/01/29,wednesday
3663,one_dataset,financial tabel,8,2018/01/29,wednesday
3662,one_dataset,Invoice Mike,3,2018/01/29,wednesday
3661,one_dataset,meet with Mike,3,2018/01/29,wednesday
3353,health,40 days,5,2018/01/29,friday
3154,health,lift,5,2018/01/29,monday
2871,health,Power in Mind,5,2018/01/29,saturday 
2826,health,Power in Mind,5,2018/01/29,sunday
2825,health,lift ,5,2018/01/29,sunday
2530,health,40 days,5,2018/01/29,thursday
2529,health,lift,5,2018/01/29,thursday
2243,health,Power in Mind,5,2018/01/29,wednesday
2006,gear lift,update mike,2,2018/01/29,friday
1794,gear lift,email about about ,2,2018/01/29,monday
1438,gear lift,email TJ,3,2018/01/29,tuesday
1437,gear lift,eliot call,3,2018/01/29,tuesday
1436,gear lift,Call Justin,3,2018/01/29,tuesday
1435,gear lift,email TWS Team,8,2018/01/29,tuesday
1283,gear lift,email ben,3,2018/01/29,wednesday
1282,gear lift,email justin,3,2018/01/29,wednesday
1281,gear lift,email cary,3,2018/01/29,wednesday
188,board,staff meeting,8,2018/01/29,friday
187,board,follow up with Mary,5,2018/01/29,friday
86,board,ED Termination,20,2018/01/29,thursday
63,board,board meeting,5,2018/01/29,tuesday
19,board,board call,3,2018/01/29,wednesday
7641,snowmass,give kyles Renee's #,2,2018/01/22,friday
7445,snowmass,buy kyle boschen gift card,3,2018/01/22,tuesday
6684,personal,Reconcile wells fargo,5,2018/01/22,friday
6683,personal,Clean up mouse droppings,5,2018/01/22,friday
6373,personal,Call orkind,2,2018/01/22,monday
6372,personal,Stock Firewood,3,2018/01/22,monday
5734,personal,menu groceries,3,2018/01/22,sunday
5502,personal,Orkin,3,2018/01/22,thursday
5501,personal,Launry,3,2018/01/22,thursday
5500,personal,Reconcile  snowmass ,5,2018/01/22,thursday
5103,personal,Frazz apt,3,2018/01/22,thursday
5102,personal,Call DMV,3,2018/01/22,thursday
5101,personal,Reconcile Adina CC,5,2018/01/22,thursday
5023,personal,snowblow driveway,5,2018/01/22,tuesday
5022,personal,Water plant,1,2018/01/22,tuesday
5021,personal,Sebastian Bith Certificate,2,2018/01/22,tuesday
5020,personal,Email Kara at MSD,3,2018/01/22,tuesday
5019,personal,Print Passport Docs,2,2018/01/22,tuesday
5018,personal,Submit k5 recon docs,3,2018/01/22,tuesday
4540,personal,TSA precheck appt,3,2018/01/22,wednesday
4539,personal,Clean out files,5,2018/01/22,wednesday
4538,personal,Passport photo,3,2018/01/22,wednesday
4537,personal,Create tax folder,2,2018/01/22,wednesday
4536,personal,Finish Make Folders,3,2018/01/22,wednesday
4535,personal,Print staudent loan tax docs,2,2018/01/22,wednesday
4534,personal,trash,3,2018/01/22,wednesday
4533,personal,Meet with Josh,3,2018/01/22,wednesday
4532,personal,Menu Groceris,3,2018/01/22,wednesday
3994,one_dataset,reply to Mike with Email,2,2018/01/22,monday
3793,one_dataset,fill out w-9 and send in,3,2018/01/22,thursday
3660,one_dataset,mike meeting,3,2018/01/22,wednesday
3352,health,Power in Mind,5,2018/01/22,friday
3153,health,40 days,5,2018/01/22,monday
2734,health,Power in Mind,5,2018/01/22,thursday
2528,health,yoga,5,2018/01/22,thursday
2452,health,Power in Mind,5,2018/01/22,tuesday
2242,health,Power in Mind,5,2018/01/22,wednesday
2241,health,yoga,5,2018/01/22,wednesday
2005,gear lift,email Eliot,2,2018/01/22,friday
1793,gear lift,Connet with Emily Hicks,3,2018/01/22,monday
1792,gear lift,Thank yo unote to nate,3,2018/01/22,monday
1704,gear lift,Remoe get started button,2,2018/01/22,thursday
1588,gear lift,buy marketing books,3,2018/01/22,thursday
1434,gear lift,email TSW Team ,2,2018/01/22,tuesday
130,board,board meeting,5,2018/01/22,sunday
85,board,email lisa,5,2018/01/22,thursday
62,board,board meeting,5,2018/01/22,tuesday
7459,snowmass,call Tom at HD,3,2018/01/15,thursday
6682,personal,Get gass,2,2018/01/15,friday
6681,personal,Text Joshua Handler,3,2018/01/15,friday
6371,personal,Satsang,5,2018/01/15,monday
6370,personal,Water plant,1,2018/01/15,monday
6369,personal,Menu groceries,3,2018/01/15,monday
5100,personal,Get Topper,5,2018/01/15,thursday
5099,personal,Call about topper,2,2018/01/15,thursday
5098,personal,Wash Car,3,2018/01/15,thursday
5097,personal,laundry,3,2018/01/15,thursday
5096,personal,Get Airbnb and TSW docs,3,2018/01/15,thursday
5095,personal,Get cash,2,2018/01/15,thursday
5094,personal,Pay Car Insurance,3,2018/01/15,thursday
5093,personal,Walk Frazz,3,2018/01/15,thursday
5017,personal,call frazz nails,2,2018/01/15,tuesday
5016,personal,Email receipt to Mortgage Company,3,2018/01/15,tuesday
4531,personal,Trash,2,2018/01/15,wednesday
3792,one_dataset,Reply to Eliot,3,2018/01/15,thursday
3152,health,Yoga,5,2018/01/15,monday
2004,gear lift,Telluride startup weekend,12,2018/01/15,friday
1791,gear lift,Telluride startup weekend,8,2018/01/15,monday
1750,gear lift,Telluride startup weekend,20,2018/01/15,saturday
1736,gear lift,Telluride startup weekend,20,2018/01/15,sunday
1587,gear lift,Practice Pitch,5,2018/01/15,thursday
1586,gear lift,Reply to Nate,3,2018/01/15,thursday
1585,gear lift,Print business plan,5,2018/01/15,thursday
1584,gear lift,Practice pitch to adina,5,2018/01/15,thursday
1583,gear lift,Comment out all but intermediate,3,2018/01/15,thursday
1582,gear lift,Reply to Scott,3,2018/01/15,thursday
1581,gear lift,Pack for Telluride,3,2018/01/15,thursday
1580,gear lift,Redaw scarps,3,2018/01/15,thursday
1579,gear lift,clean up and clear out gear code,3,2018/01/15,thursday
1578,gear lift,download lean startup,1,2018/01/15,thursday
1577,gear lift,write out pitch,5,2018/01/15,thursday
1280,gear lift,Retype Vision,5,2018/01/15,wednesday
158,board,respond to board emails,5,2018/01/15,monday
84,board,board meeting,3,2018/01/15,thursday
61,board,update and send out checklist,3,2018/01/15,tuesday
7458,snowmass,Call with Tim at HD,2,2018/01/08,thursday
6680,personal,Reply to Patrick at Sai Maa,2,2018/01/08,friday
6368,personal,Walk Frazz,3,2018/01/08,monday
6367,personal,Text Tim,2,2018/01/08,monday
6366,personal,Plan 2018 DV #2,3,2018/01/08,monday
5733,personal,Back up computer,3,2018/01/08,sunday
5732,personal,laundry,3,2018/01/08,sunday
5499,personal,Lunch with Luke,5,2018/01/08,thursday
5015,personal,Meet with Cary,3,2018/01/08,tuesday
4530,personal,Water plant,1,2018/01/08,wednesday
4529,personal,Trash,2,2018/01/08,wednesday
4528,personal,Menu groceries,3,2018/01/08,wednesday
4527,personal,dog poop,3,2018/01/08,wednesday
4040,one_dataset,Add data vize to experience,3,2018/01/08,friday
4039,one_dataset,Add line tool to porftolio,5,2018/01/08,friday
3993,one_dataset,Get radio checkboxes woring,5,2018/01/08,monday
3992,one_dataset,Get side bar working on basic line graph,5,2018/01/08,monday
3991,one_dataset,Email about links,3,2018/01/08,monday
3990,one_dataset,Dark background working,3,2018/01/08,monday
3893,one_dataset,Work on redrwaw with checkboxes,5,2018/01/08,saturday
3791,one_dataset,Meet with Mike,3,2018/01/08,thursday
3778,one_dataset,Get radio checkboxes working,5,2018/01/08,tuesday
3777,one_dataset,Email mkke back,2,2018/01/08,tuesday
3776,one_dataset,Dark background working on axis,5,2018/01/08,tuesday
3775,one_dataset,Set up jquery grep,5,2018/01/08,tuesday
3659,one_dataset,Email Eliot,3,2018/01/08,wednesday
3658,one_dataset,Set up Jquery grep slider and redraw,5,2018/01/08,wednesday
3351,health,40 Days,5,2018/01/08,friday
3350,health,Power in Mind,5,2018/01/08,friday
3349,health,yoga,5,2018/01/08,friday
3151,health,40 Days,5,2018/01/08,monday
3150,health,Power in Mind,5,2018/01/08,monday
3149,health,yoga,5,2018/01/08,monday
2961,health,40 Days,5,2018/01/08,saturday
2960,health,Power in Mind,5,2018/01/08,saturday
2824,health,40 Days,5,2018/01/08,sunday
2527,health,Power in Mind,5,2018/01/08,thursday
2451,health,40 Days,5,2018/01/08,tuesday
2450,health,Power in Mind,5,2018/01/08,tuesday
2240,health,40 Days,5,2018/01/08,wednesday
2239,health,2.5 mile run,5,2018/01/08,wednesday
1790,gear lift,Update porfolio,5,2018/01/08,monday
1789,gear lift,update linked in profile,5,2018/01/08,monday
1788,gear lift,Email stephen back,2,2018/01/08,monday
1787,gear lift,order business cards,5,2018/01/08,monday
1433,gear lift,fix background js,8,2018/01/08,tuesday
1279,gear lift,meet with Stephen,3,2018/01/08,wednesday
157,board,Respond to MSWP Emails,5,2018/01/08,monday
156,board,print agenda,2,2018/01/08,monday
135,board,meet with Mary,8,2018/01/08,saturday
83,board,Board meeting private,5,2018/01/08,thursday
82,board,Email Strategize,12,2018/01/08,thursday
81,board,board meeting,8,2018/01/08,thursday
60,board,Board meeting public,5,2018/01/08,tuesday
59,board,update financials,5,2018/01/08,tuesday
58,board, conduct audit,8,2018/01/08,tuesday
18,board,Cara meeting,5,2018/01/08,wednesday
7523,snowmass,deposit check,2,2018/01/01,thursday
7522,snowmass,pay mortgage,5,2018/01/01,thursday
7368,snowmass,call about window,3,2018/01/01,wednesday
6679,personal,Call Sai Maa Office,3,2018/01/01,friday
6678,personal,Reconcile Eric Account,5,2018/01/01,friday
6677,personal,Brush Frazz,5,2018/01/01,friday
6676,personal,Reconcile Joint,5,2018/01/01,friday
6365,personal,Update Scrum,5,2018/01/01,monday
6364,personal,plan 2018 DV 1,3,2018/01/01,monday
5925,personal,Household calendar,5,2018/01/01,saturday
5731,personal,groceires menu,3,2018/01/01,sunday
5498,personal,Download Chase data,3,2018/01/01,thursday
5497,personal,Trash,3,2018/01/01,thursday
5496,personal,Dec Finances,5,2018/01/01,thursday
5495,personal,Dog poop,3,2018/01/01,thursday
5494,personal,Download Adina CC,3,2018/01/01,thursday
5493,personal,Walk Frazz,3,2018/01/01,thursday
5492,personal,Download Joint CC,3,2018/01/01,thursday
5092,personal,Download Wells Fargo Data,5,2018/01/01,thursday
5014,personal,Groceries,5,2018/01/01,tuesday
5013,personal,Water plant,1,2018/01/01,tuesday
5012,personal,create labels,5,2018/01/01,tuesday
5011,personal,Laundry,3,2018/01/01,tuesday
5010,personal,Get ski geat together,3,2018/01/01,tuesday
4526,personal,Ski with Seb,8,2018/01/01,wednesday
4038,one_dataset,Remove Clients from Pure Service List,5,2018/01/01,friday
3856,one_dataset,Pick up check,3,2018/01/01,thursday
3657,one_dataset,Deposit Check,2,2018/01/01,wednesday
3656,one_dataset,Meet with Mike,5,2018/01/01,wednesday
3348,health,Yoag,5,2018/01/01,friday
3347,health,64 oz water,5,2018/01/01,friday
2726,health,64 oz water,5,2018/01/01,thursday
2449,health,run 3 miles,5,2018/01/01,tuesday
2238,health,3 mile run,5,2018/01/01,wednesday
1786,gear lift,review telluride venture fund,5,2018/01/01,monday
1703,gear lift,register for telluride startup weekned,5,2018/01/01,thursday
1702,gear lift,book telluride airbnb,3,2018/01/01,thursday
1278,gear lift,Telluride start up weekend review,3,2018/01/01,wednesday
113,board,board meeting,5,2018/01/01,thursday
7715,vacation,Christmas vacation at home,10,2017/12/25,friday
7707,vacation,Christmas vacation at home,10,2017/12/25,monday
7700,vacation,Christmas vacation at home,10,2017/12/25,saturday
7692,vacation,Christmas vacation at home,10,2017/12/25,sunday
7688,vacation,Christmas vacation at home,10,2017/12/25,thursday
7683,vacation,Christmas vacation at home,10,2017/12/25,tuesday
7678,vacation,Christmas vacation at home,10,2017/12/25,wednesday
7714,vacation,Christmas vacation at home,10,2017/12/18,friday
6675,personal,call prepare taxes,5,2017/12/18,friday
6363,personal,cancel benjamin Franklin,3,2017/12/18,monday
6362,personal,Return RC Car,2,2017/12/18,monday
6361,personal,Menu groceries,5,2017/12/18,monday
6360,personal,walk fraz,3,2017/12/18,monday
6359,personal,back up computer,2,2017/12/18,monday
5924,personal,Laundry,3,2017/12/18,saturday
5491,personal,Water plant,2,2017/12/18,thursday
5490,personal,Bra install,3,2017/12/18,thursday
5009,personal,Call for Bra installtion,2,2017/12/18,tuesday
5008,personal,walk frazz,3,2017/12/18,tuesday
5007,personal,Pay toll,2,2017/12/18,tuesday
5006,personal,Holiday cards,5,2017/12/18,tuesday
5005,personal,Dog poop,3,2017/12/18,tuesday
4525,personal,Fix netgear security issue,3,2017/12/18,wednesday
4524,personal,prep for skiing,3,2017/12/18,wednesday
4523,personal,Toyota Docs,3,2017/12/18,wednesday
4522,personal,trash,2,2017/12/18,wednesday
4521,personal,Ski with Seb,8,2017/12/18,wednesday
3148,health,Organize profile folds,5,2017/12/18,monday
3147,health,Create basic line graph,8,2017/12/18,monday
3146,health,get csv edit working script,5,2017/12/18,monday
3145,health,64 oz of water,5,2017/12/18,monday
3144,health,154 grams of protien no carbs,5,2017/12/18,monday
2823,health,Review projects and estimate fcfs,5,2017/12/18,sunday
2725,health,64 oz of water,5,2017/12/18,thursday
2724,health,154 grams of protien no carbs,5,2017/12/18,thursday
2448,health,yoga,5,2017/12/18,tuesday
2447,health,154 grams of protien no carbs,5,2017/12/18,tuesday
2446,health,mediate,5,2017/12/18,tuesday
2237,health,154 grams of protien no carbs,5,2017/12/18,wednesday
2236,health,mediate,5,2017/12/18,wednesday
1785,gear lift,range size,3,2017/12/18,monday
1432,gear lift,Best use working,5,2017/12/18,tuesday
6674,personal,vacum kitchen draws,3,2017/12/11,friday
6358,personal,Pets mart,3,2017/12/11,monday
6357,personal,Water plant,1,2017/12/11,monday
6356,personal,Purchase RC car,2,2017/12/11,monday
6355,personal,update scrum and fix bugs,5,2017/12/11,monday
6354,personal,change duplicate passwords,5,2017/12/11,monday
5923,personal,Check on toppos,3,2017/12/11,saturday
5730,personal,Vacum Draws,3,2017/12/11,sunday
5729,personal,Box up RC car,2,2017/12/11,sunday
5489,personal,Back up computer,3,2017/12/11,thursday
5488,personal,Print haunkua certificates,3,2017/12/11,thursday
5487,personal,Walk frazz,3,2017/12/11,thursday
5486,personal,Buy cleaners,3,2017/12/11,thursday
5004,personal,Pay off mortgage calc,3,2017/12/11,tuesday
4520,personal,New car stuff,3,2017/12/11,wednesday
4519,personal,clean adina draw,3,2017/12/11,wednesday
4518,personal,trash,2,2017/12/11,wednesday
4517,personal,menu/groceries,3,2017/12/11,wednesday
4516,personal,follow on swim lessons,2,2017/12/11,wednesday
4515,personal,dog poop,3,2017/12/11,wednesday
3989,one_dataset,Write Blog post DV2,3,2017/12/11,monday
3988,one_dataset,Write GDP Blog posts DV1,3,2017/12/11,monday
3987,one_dataset,Proof read and Post GDP,3,2017/12/11,monday
3855,one_dataset,Side bar labels accurate,3,2017/12/11,thursday
3854,one_dataset,Meet with Mike,5,2017/12/11,thursday
3853,one_dataset,Figure out Heroku error,5,2017/12/11,thursday
3852,one_dataset,Mail Eric,5,2017/12/11,thursday
3851,one_dataset,Update radius axis,8,2017/12/11,thursday
3346,health,lift,5,2017/12/11,friday
3345,health,Cheat Day,8,2017/12/11,friday
3143,health,64 oz of water,5,2017/12/11,monday
3142,health,64 oz of water,5,2017/12/11,monday
3141,health,153 grams of protien no carbs,8,2017/12/11,monday
3140,health,Lift,5,2017/12/11,monday
3139,health,Mediate,5,2017/12/11,monday
2959,health,hike,3,2017/12/11,saturday
2958,health,150 grams of protien no carbs,8,2017/12/11,saturday
2822,health,64 oz of water,5,2017/12/11,sunday
2821,health,mediate,5,2017/12/11,sunday
2820,health,154 grams of protien no carbs,8,2017/12/11,sunday
2723,health,64 oz of water,5,2017/12/11,thursday
2722,health,64 oz of water,5,2017/12/11,thursday
2721,health,151 grams of protien no carbs,8,2017/12/11,thursday
2445,health,64 oz of water,5,2017/12/11,tuesday
2444,health,154 grams of protien no carbs,8,2017/12/11,tuesday
2443,health,152 grams of protien no carbs,8,2017/12/11,tuesday
2442,health,run 5 miles,5,2017/12/11,tuesday
7541,snowmass,pay mortgage,3,2017/12/04,sunday
7540,snowmass,Pay LEC HOA,3,2017/12/04,sunday
7521,snowmass,deposit rent check,3,2017/12/04,thursday
7444,snowmass,Email Renee,2,2017/12/04,tuesday
6903,personal ,return old phone,3,2017/12/04,thursday
6673,personal,Laundry,3,2017/12/04,friday
6672,personal,Grocery Store,2,2017/12/04,friday
6671,personal,call JCC swim lessons,2,2017/12/04,friday
6670,personal,walk frazz,3,2017/12/04,friday
5922,personal,Flu shot,5,2017/12/04,saturday
5728,personal,payoff student loans,3,2017/12/04,sunday
5727,personal,clean out garage,8,2017/12/04,sunday
5726,personal,Figure out Rack,5,2017/12/04,sunday
5725,personal,personal finances,3,2017/12/04,sunday
5724,personal,Flowers Grocersy,3,2017/12/04,sunday
5723,personal,Plan hunucka,5,2017/12/04,sunday
5485,personal,Tires rotated,3,2017/12/04,thursday
5484,personal,MSD Visit,5,2017/12/04,thursday
5003,personal,Get payoff amt,2,2017/12/04,tuesday
5002,personal,clean out fridge,3,2017/12/04,tuesday
5001,personal,Pay toll,2,2017/12/04,tuesday
5000,personal,Walk Frazz,3,2017/12/04,tuesday
4999,personal,Pay MSWP,2,2017/12/04,tuesday
4998,personal,Grocery ,3,2017/12/04,tuesday
4997,personal,Set up new phone,3,2017/12/04,tuesday
4996,personal,cancel instacart,2,2017/12/04,tuesday
4995,personal,verizon,3,2017/12/04,tuesday
4994,personal,deposit check,2,2017/12/04,tuesday
4514,personal,Earse old phone,3,2017/12/04,wednesday
4513,personal,Back up computer,1,2017/12/04,wednesday
4512,personal,Water plant,1,2017/12/04,wednesday
4511,personal,Trash ,2,2017/12/04,wednesday
4510,personal,Dog poop,3,2017/12/04,wednesday
4509,personal,walk frazz,3,2017/12/04,wednesday
3986,one_dataset,Transistions,5,2017/12/04,monday
3985,one_dataset,Figure out lopped transitions,5,2017/12/04,monday
3850,one_dataset,backgrounds slider,5,2017/12/04,thursday
3790,one_dataset,set up bank acount,5,2017/12/04,thursday
3774,one_dataset,Sidebar working ,5,2017/12/04,tuesday
3655,one_dataset,checkbox for toggle text,3,2017/12/04,wednesday
3654,one_dataset,Draft email to Eric Heather,5,2017/12/04,wednesday
3653,one_dataset,check for negatives and positives,5,2017/12/04,wednesday
3652,one_dataset,check for cy distance,5,2017/12/04,wednesday
3344,health,lift,5,2017/12/04,friday
3138,health,rid bike 1 hr,4,2017/12/04,monday
2957,health,run 5 miles,5,2017/12/04,saturday
2720,health,lift,5,2017/12/04,thursday
2003,gear lift,ski size filter,3,2017/12/04,friday
1784,gear lift,get filter working gender,5,2017/12/04,monday
1749,gear lift,bestu use columns,5,2017/12/04,saturday
1735,gear lift,pay eliot,3,2017/12/04,sunday
1431,gear lift,get type working,5,2017/12/04,tuesday
155,board,lawyer meeting,5,2017/12/04,monday
80,board,email audit results,3,2017/12/04,thursday
57,board,finish audit ,5,2017/12/04,tuesday
56,board,Meet with Mary,3,2017/12/04,tuesday
7640,snowmass,Email Renee,2,2017/11/27,friday
7539,snowmass,pay pest control,3,2017/11/27,sunday
6669,personal,make homemade pizza,5,2017/11/27,friday
6668,personal,Laundry,3,2017/11/27,friday
6353,personal,Ace grocery,3,2017/11/27,monday
6352,personal,Set up calendar,3,2017/11/27,monday
6351,personal,Dog Poop,3,2017/11/27,monday
6350,personal,Set up scrum board,3,2017/11/27,monday
6349,personal,Rose Bushes,5,2017/11/27,monday
6348,personal,Laudry,3,2017/11/27,monday
6347,personal,Pay Student Loans,2,2017/11/27,monday
5921,personal,Grahms for Dinner,5,2017/11/27,saturday
5722,personal,bake bread,5,2017/11/27,sunday
5721,personal,Menu Groceries,3,2017/11/27,sunday
5720,personal,Confirm Dad visit,2,2017/11/27,sunday
5719,personal,Walk Frazz,3,2017/11/27,sunday
5718,personal,Household Finances,5,2017/11/27,sunday
5717,personal,Add Vacation to Scrum and Clean up,8,2017/11/27,sunday
5483,personal,Clean Slippy tank,5,2017/11/27,thursday
5482,personal,Set up Bike Rake,3,2017/11/27,thursday
5481,personal,Call Doug McGhee back,2,2017/11/27,thursday
5480,personal,Water plant,1,2017/11/27,thursday
5479,personal,Walk Frazz,3,2017/11/27,thursday
4993,personal,Back up computer,2,2017/11/27,tuesday
4992,personal,Text Lara,2,2017/11/27,tuesday
4508,personal,Toe nails,2,2017/11/27,wednesday
4507,personal,Call Joel,2,2017/11/27,wednesday
4506,personal,Trash,3,2017/11/27,wednesday
4505,personal,Hair Cut,3,2017/11/27,wednesday
4504,personal,Dinner with Doug,5,2017/11/27,wednesday
4503,personal,Vacum out Fireplace,5,2017/11/27,wednesday
4502,personal,Oil Change,5,2017/11/27,wednesday
4501,personal,Rose Bushe part 2,5,2017/11/27,wednesday
4500,personal,Update 1password,3,2017/11/27,wednesday
4499,personal,Call Luke,2,2017/11/27,wednesday
3984,one_dataset,Download CSV data for GDP,3,2017/11/27,monday
3983,one_dataset,Protype Rake and GDP bubble v1,5,2017/11/27,monday
3982,one_dataset,Email Paresh / Ticket,2,2017/11/27,monday
3981,one_dataset,Update scatter plot dv,5,2017/11/27,monday
3980,one_dataset,Pick up check,3,2017/11/27,monday
3882,one_dataset,email mike back,2,2017/11/27,sunday
3849,one_dataset,Email Mike about Maintainances,3,2017/11/27,thursday
3848,one_dataset,Refactor Radial Bubbles,8,2017/11/27,thursday
3773,one_dataset,Sliders!,8,2017/11/27,tuesday
3772,one_dataset,Updated SSL,3,2017/11/27,tuesday
3771,one_dataset,Email rod about SSL,3,2017/11/27,tuesday
3770,one_dataset,Call Paresh,2,2017/11/27,tuesday
3769,one_dataset,Prototype Radial GDP,5,2017/11/27,tuesday
3768,one_dataset,Get access to g-suite,3,2017/11/27,tuesday
3651,one_dataset,Realtime sliders,8,2017/11/27,wednesday
3343,health,No fab ,2,2017/11/27,friday
3137,health,No fab ,2,2017/11/27,monday
3136,health,lift,5,2017/11/27,monday
2956,health,Horse back riding,5,2017/11/27,saturday
2955,health,No fab ,2,2017/11/27,saturday
2954,health,lift,5,2017/11/27,saturday
2819,health,No fab ,2,2017/11/27,sunday
2719,health,No fab ,2,2017/11/27,thursday
2441,health,No fab ,2,2017/11/27,tuesday
2440,health,5 miles,8,2017/11/27,tuesday
2235,health,No fab ,2,2017/11/27,wednesday
2234,health,1 hr bike ride,5,2017/11/27,wednesday
2002,gear lift,get data in database,5,2017/11/27,friday
186,board, meeting,5,2017/11/27,friday
185,board,emali mary,2,2017/11/27,friday
7713,vacation,vacation,10,2017/11/20,friday
7699,vacation,vacation,10,2017/11/20,saturday
7691,vacation,vacation,10,2017/11/20,thursday
7677,vacation,vacation,10,2017/11/20,wednesday
7367,snowmass,follow up with Mark at HD,3,2017/11/20,wednesday
6346,personal,Ski with Seb,8,2017/11/20,monday
6345,personal,dinner at Stephens,5,2017/11/20,monday
6344,personal,return to sur la tab,3,2017/11/20,monday
6343,personal,update scrum,10,2017/11/20,monday
5716,personal,Rake Leaves,5,2017/11/20,sunday
5715,personal,Grocery Menu,3,2017/11/20,sunday
5714,personal,upack snowmass,3,2017/11/20,sunday
5713,personal,bake bread,5,2017/11/20,sunday
4991,personal,Call about oil change,2,2017/11/20,tuesday
4990,personal,change light bulbs,3,2017/11/20,tuesday
4989,personal,fix seb drawer,3,2017/11/20,tuesday
4988,personal,bank,2,2017/11/20,tuesday
4987,personal,goodwill,2,2017/11/20,tuesday
4986,personal,buy lightbubl,2,2017/11/20,tuesday
4985,personal,pack for snowmass,3,2017/11/20,tuesday
2718,health,Run 4 miles,5,2017/11/20,thursday
2717,health,Run 3 Miles,5,2017/11/20,thursday
1783,gear lift,simple gear data in database,8,2017/11/20,monday
7366,snowmass,call Mike at HD,2,2017/11/13,wednesday
6667,personal,Buy bread making stuff,3,2017/11/13,friday
6342,personal,Walk Frazz,2,2017/11/13,monday
6341,personal,Take down halloween decorations,3,2017/11/13,monday
6340,personal,Laundry,3,2017/11/13,monday
6339,personal,Menu,3,2017/11/13,monday
6338,personal,Deposit check,2,2017/11/13,monday
6337,personal,Car registration,2,2017/11/13,monday
6336,personal,Order bread book,2,2017/11/13,monday
5920,personal,Bone broth,3,2017/11/13,saturday
5712,personal,Buy Bike rack and conditioner,2,2017/11/13,sunday
4984,personal,Make student loand payment,2,2017/11/13,tuesday
4983,personal,Change printer cartgariges,3,2017/11/13,tuesday
4982,personal,Make amex payment,2,2017/11/13,tuesday
4981,personal,Water plant,1,2017/11/13,tuesday
4980,personal,Walk Frazz,2,2017/11/13,tuesday
4979,personal,Insurance docs,3,2017/11/13,tuesday
4978,personal,Montessori bills,2,2017/11/13,tuesday
4498,personal,Trash,2,2017/11/13,wednesday
4497,personal,Reconcile Wells,2,2017/11/13,wednesday
4496,personal,Back up computer,2,2017/11/13,wednesday
4495,personal,Download Wells Fargo,2,2017/11/13,wednesday
4494,personal,Reconcile Joint,3,2017/11/13,wednesday
4493,personal,Dowload Adina CC,2,2017/11/13,wednesday
4492,personal,Reconcile Adina CC,2,2017/11/13,wednesday
4491,personal,MSD meeting,3,2017/11/13,wednesday
4490,personal,Dog poop,3,2017/11/13,wednesday
4489,personal,Download Chase,2,2017/11/13,wednesday
4488,personal,Exchange money,2,2017/11/13,wednesday
4487,personal,Walk Frazz,2,2017/11/13,wednesday
4486,personal,Download joint CC,3,2017/11/13,wednesday
4485,personal,reconcile chase,2,2017/11/13,wednesday
3979,one_dataset,Debug Pure service,5,2017/11/13,monday
3847,one_dataset,remove privacy restritctions,3,2017/11/13,thursday
3342,health,House back riding,5,2017/11/13,friday
2953,health,Lift,5,2017/11/13,saturday
2716,health,Meditate,5,2017/11/13,thursday
2715,health,Yoga,5,2017/11/13,thursday
2439,health,Meditate,5,2017/11/13,tuesday
2233,health,lift ,5,2017/11/13,wednesday
1701,gear lift,set up onedataset email,3,2017/11/13,thursday
184,board,Create Invocie for Mike,5,2017/11/13,friday
154,board,Revenue accounts and audit,5,2017/11/13,monday
153,board,Update graphs and Include budget,5,2017/11/13,monday
152,board,Ask for Oct Financials,2,2017/11/13,monday
112,board,Updte MCR,3,2017/11/13,thursday
55,board,Audit mayr,5,2017/11/13,tuesday
54,board,board meeting,8,2017/11/13,tuesday
7676,vacation,Vacation,100,2017/11/06,wednesday
7443,snowmass,call mark at HD,5,2017/10/30,tuesday
6666,personal,Call Doug McGhee back,2,2017/10/30,friday
6665,personal,Buy ski passes,3,2017/10/30,friday
6335,personal,Call plumber,2,2017/10/30,monday
6334,personal,Studio como,2,2017/10/30,monday
6333,personal,Water plant,1,2017/10/30,monday
5919,personal,check inot flight,3,2017/10/30,saturday
5711,personal,pack for orizaba,8,2017/10/30,sunday
5478,personal,call for pizza at 4 mile,3,2017/10/30,thursday
5477,personal,Call luke,2,2017/10/30,thursday
5476,personal,Follow up on auto banking,2,2017/10/30,thursday
5475,personal,Buy energy bars,2,2017/10/30,thursday
5474,personal,REI,3,2017/10/30,thursday
4977,personal,Respond to Stephen,3,2017/10/30,tuesday
4976,personal,call joel,2,2017/10/30,tuesday
4484,personal,Return Toilet,5,2017/10/30,wednesday
4483,personal,Bank ,2,2017/10/30,wednesday
4482,personal,Mall ,3,2017/10/30,wednesday
